utt_id,dataset,speaker,accent,cefr,condition,mode,chunk_ms,left_ctx_ms,ref_text,hyp_text,duration_s,wer,cer,n_ref_words,substitutions,deletions,insertions,proc_time_s,rtf,mean_chunk_proc_s,algorithmic_latency_ms
l2arctic_EBVS_arctic_a0019,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,I followed the line of the proposed railroad looking for chances,Bye! follow the line of the proposed ride roads. looking for the chance.,5.173,0.5454545454545454,0.234375,11,4,0,2,3.7647,0.7278,0.2214,320.0
l2arctic_EBVS_arctic_a0020,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Clubs and balls and cities grew to be only memories,clubs. and boards. and cities. grow. to be only memories.,3.081,0.2,0.0784313725490196,10,2,0,0,1.5389,0.4995,0.1539,320.0
l2arctic_EBVS_arctic_a0021,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,It fairly clubbed me into recognizing it,It's - crowded. with me. into recognize - it.,2.407,0.5714285714285714,0.425,7,4,0,0,1.25,0.5193,0.1562,320.0
l2arctic_EBVS_arctic_a0022,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Hardly were our plans made public before we were met by powerful opposition,HARD wer - our plants made public. before. we were met. by po - opposition.,5.814,0.3076923076923077,0.13333333333333333,13,4,0,0,3.313,0.5699,0.1744,320.0
l2arctic_EBVS_arctic_a0023,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,A combination of capital quickly organized and petitioned for the same privileges,I co - of capital. quickly organized it. and petition it. for the same privilege.,7.84,0.5,0.20987654320987653,12,4,0,2,4.4797,0.5714,0.1792,320.0
l2arctic_EBVS_arctic_a0024,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,It was my reports from the north which chiefly induced people to buy,you w - my report. from the no - which chiefly in the north. people's lives. to buy.,4.697,0.6923076923076923,0.38235294117647056,13,6,0,3,3.4715,0.739,0.2314,320.0
l2arctic_EBVS_arctic_a0025,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,I was about to do this when cooler judgment prevailed,I was... about to do this when the cooler just provide.,5.001,0.3,0.24528301886792453,10,2,0,1,2.481,0.4961,0.1551,320.0
l2arctic_EBVS_arctic_a0026,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,It occurred to me that there would have to be an accounting,It's a good to me... that there were have to be a account.,4.18,0.5,0.2711864406779661,12,5,0,1,2.687,0.6428,0.1919,320.0
l2arctic_EBVS_arctic_a0027,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,To my surprise he began to show actual enthusiasm in my favor,to my surprise he - if you to sh - a enthusiasm. in my channel. favorite,3.983,0.5,0.39344262295081966,12,4,0,2,2.6548,0.6666,0.2042,320.0
l2arctic_EBVS_arctic_a0028,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Robbery bribery fraud,"Rubber. bribery, bribery. Frought.",2.702,1.0,0.5714285714285714,3,2,0,1,1.9083,0.7062,0.212,320.0
l2arctic_EBVS_arctic_a0029,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Their forces were already moving into the north country,They're f***ing s**t. were already moving in. the north. Country.,3.529,0.6666666666666666,0.21818181818181817,9,3,0,3,2.208,0.6257,0.184,320.0
l2arctic_EBVS_arctic_a0030,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,I had faith in them,I hou - faith. in them.,1.389,0.2,0.10526315789473684,5,1,0,0,0.737,0.5305,0.1474,320.0
l2arctic_EBVS_arctic_a0031,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,They were three hundred yards apart,They w - three. yards. apart,2.496,0.3333333333333333,0.3142857142857143,6,1,1,0,1.2044,0.4825,0.1505,320.0
l2arctic_EBVS_arctic_a0032,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Since then some mysterious force has been fighting us at every step,"Sigh. then, some mistakes have been made. forts has been fighting us. at the end of the day. every stage. step.",5.225,1.0,0.7313432835820896,12,3,0,9,3.0443,0.5827,0.1791,320.0
l2arctic_EBVS_arctic_a0036,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,She turned in at the hotel,Shit. told me... it. in. a hot,1.933,1.1666666666666667,0.5769230769230769,6,4,1,2,1.0424,0.5392,0.1489,320.0
l2arctic_EBVS_arctic_a0037,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,I was the only one who remained sitting,I will the only one who rema - sitting?,3.487,0.25,0.1794871794871795,8,2,0,0,2.1035,0.6032,0.1912,320.0
l2arctic_EBVS_arctic_a0038,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,We'll have to watch our chances,Well have to watch our channel.,2.043,0.3333333333333333,0.0967741935483871,6,2,0,0,1.3304,0.6513,0.1901,320.0
l2arctic_EBVS_arctic_a0039,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,The ship should be in within a week or ten days,This shift should be in... a week or ten years. days.,3.626,0.36363636363636365,0.3617021276595745,11,2,1,1,1.8019,0.4969,0.1502,320.0
l2arctic_EBVS_arctic_a0040,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,I suppose you wonder why she is coming up here,I su - you - wonder why she... is coming. up. here.,3.918,0.1,0.10869565217391304,10,1,0,0,2.028,0.5176,0.156,320.0
l2arctic_EBVS_arctic_a0041,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Meanwhile I'll go out to breathe a spell,"Meanwhile, I go out to breathe a speck.",3.39,0.25,0.125,8,2,0,0,1.6546,0.4881,0.1504,320.0
l2arctic_EBVS_arctic_a0042,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,How could he explain his possession of the sketch,Hope. could he... is! his position? of the sky.,3.951,0.4444444444444444,0.32653061224489793,9,4,0,0,1.963,0.4969,0.151,320.0
l2arctic_EBVS_arctic_a0045,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,He moved away as quickly as he had come,He w - with the as quickly as he could. caused it.,2.91,0.6666666666666666,0.5384615384615384,9,4,0,2,1.5783,0.5424,0.1578,320.0
l2arctic_EBVS_arctic_a0046,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,The girl faced him her eyes shining with sudden fear,They give Fights a he - her a - shine with Susan. fear.,4.199,0.8,0.4230769230769231,10,7,0,1,3.0589,0.7284,0.2185,320.0
l2arctic_EBVS_arctic_a0047,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Close beside him gleamed the white fangs of the wolf dog,close beside here. glisten. it. the white fan. of the wall. Dog.,5.084,0.45454545454545453,0.25,11,4,0,1,2.6073,0.5129,0.1629,320.0
l2arctic_EBVS_arctic_a0048,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,He looked at the handkerchief more closely,Filo at the... the hand. chief. more close.,2.228,0.8571428571428571,0.35714285714285715,7,3,1,2,1.5393,0.6908,0.2199,320.0
l2arctic_EBVS_arctic_a0051,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,The lace was of a delicate ivory color faintly tinted with yellow,The lady was off. other delicate ivory. color faintly tinted. with shadow.,5.82,0.3333333333333333,0.18461538461538463,12,4,0,0,2.82,0.4845,0.1484,320.0
l2arctic_EBVS_arctic_a0052,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,It was a curious coincidence,It was curious. con,1.611,0.4,0.35714285714285715,5,1,1,0,0.8999,0.5585,0.15,320.0
l2arctic_EBVS_arctic_a0053,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Suddenly his fingers closed tightly over the handkerchief,So then. his... closed. tight. over his head. the hank,3.98,0.875,0.5087719298245614,8,3,1,3,2.009,0.5048,0.1545,320.0
l2arctic_EBVS_arctic_a0054,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,There was nothing on the rock,there wa - not on it. the road.,1.45,0.6666666666666666,0.27586206896551724,6,3,0,1,0.7762,0.5353,0.1552,320.0
l2arctic_EBVS_arctic_a0058,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,I came for information more out of curiosity than anything else,I - for information. more I will see you in the next video. of courgette. than any other city. else.,4.829,1.1818181818181819,0.7619047619047619,11,3,1,9,3.1191,0.6459,0.1949,320.0
l2arctic_EBVS_arctic_a0059,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,His immaculate appearance was gone,He is in... - a was gone,3.471,0.8,0.5882352941176471,5,3,0,1,1.6683,0.4806,0.1517,320.0
l2arctic_EBVS_arctic_a0060,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Anyway no one saw her like that,"Anyway, no one. saw. her. like that.",3.395,0.0,0.0,7,0,0,0,1.6298,0.4801,0.1482,320.0
l2arctic_EBVS_arctic_a0062,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,The men stared into each other's face,The main sta - into each other. face.,2.507,0.42857142857142855,0.1891891891891892,7,3,0,0,1.1951,0.4766,0.1494,320.0
l2arctic_EBVS_arctic_a0063,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Yes it was a man who asked a stranger,Cheers! it was. a mile. who was it. stranger,2.711,0.4444444444444444,0.35135135135135137,9,4,0,0,1.3849,0.5108,0.1539,320.0
l2arctic_EBVS_arctic_a0064,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,The fourth and fifth days passed without any developments,The f - and fourth. day. passage. with any de...,5.018,0.6666666666666666,0.43859649122807015,9,6,0,0,2.4828,0.4948,0.1552,320.0
l2arctic_EBVS_arctic_a0065,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,They closed now until his fingers were like cords of steel,Thank you. very much. until... - finger... were like cores. of steel.,4.452,0.6363636363636364,0.3448275862068966,11,5,1,1,3.0208,0.6786,0.2158,320.0
l2arctic_EBVS_arctic_a0067,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,Surely I will excuse you she cried,Sorry. I w - ski - you. She cried.,2.73,0.42857142857142855,0.35294117647058826,7,3,0,0,1.777,0.6509,0.1974,320.0
l2arctic_EBVS_arctic_a0071,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,What was the object of your little sensation,What? was - thi - objective of this video? of the object of the object. list. sensation.,3.699,1.125,0.9545454545454546,8,2,0,7,1.8308,0.495,0.1526,320.0
l2arctic_EBVS_arctic_a0073,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,The promoter's eyes were heavy with little puffy bags under them,the pro are... were heavy. with little puffy but under them.,5.745,0.2727272727272727,0.203125,11,3,0,0,2.692,0.4686,0.1495,320.0
l2arctic_EBVS_arctic_a0075,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,There has been a change she interrupted him,There. has been a change. She interrupted. him.,3.1,0.0,0.0,8,0,0,0,1.5913,0.5134,0.1591,320.0
l2arctic_EBVS_arctic_a0076,l2arctic,EBVS,Spanish,,stream_320ms,streaming,320.0,2000.0,The gray eyes faltered the flush deepened,the great Ace five. The flash deepened.,3.031,0.5714285714285714,0.2926829268292683,7,4,0,0,1.6018,0.5284,0.1602,320.0
l2arctic_HJK_arctic_a0003,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,For the twentieth time that evening the two men shook hands,for the 20 time. that evening. the two men showed up. hands.,3.21,0.2727272727272727,0.2542372881355932,11,2,0,1,1.8934,0.5899,0.1721,320.0
l2arctic_HJK_arctic_a0005,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,Will we ever forget it,Will we? ever f - it?,1.303,0.2,0.22727272727272727,5,1,0,0,0.9419,0.7231,0.1884,320.0
l2arctic_HJK_arctic_a0006,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,God bless 'em I hope I'll go on seeing them forever,God. bless. them. I hope - will go - on - seeing them forever.,3.767,0.18181818181818182,0.08,11,2,0,0,2.3597,0.6264,0.1966,320.0
l2arctic_HJK_arctic_a0007,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,And you always want to see it in the superlative degree,in your. always... want to see it. in the spread degree.,2.956,0.2727272727272727,0.18181818181818182,11,3,0,0,1.6611,0.5619,0.1661,320.0
l2arctic_HJK_arctic_a0008,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,Gad your letter came just in time,G - your letter. came to in - time.,2.083,0.2857142857142857,0.18181818181818182,7,2,0,0,1.0564,0.5072,0.1509,320.0
l2arctic_HJK_arctic_a0010,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,I'm playing a single hand in what looks like a losing game,I'm playing a - single hand - in - what looks - like a loose game.,3.252,0.08333333333333333,0.06896551724137931,12,1,0,0,1.7678,0.5437,0.1607,320.0
l2arctic_HJK_arctic_a0011,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,If I ever needed a fighter in my life I need one now,It's. I ev - need a f - fighter in my life. life I'd I need one now.,3.44,0.46153846153846156,0.3269230769230769,13,3,0,3,1.9133,0.5562,0.1739,320.0
l2arctic_HJK_arctic_a0013,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,He was a head shorter than his companion of almost delicate physique,He was a ha - shor - than his... companion. of all men. delicate physique.,4.43,0.3333333333333333,0.14705882352941177,12,3,0,1,2.2216,0.5015,0.1587,320.0
l2arctic_HJK_arctic_a0018,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,There was a change now,There are - a change. now.,1.48,0.2,0.13636363636363635,5,1,0,0,0.8457,0.5714,0.1691,320.0
l2arctic_HJK_arctic_a0019,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,I followed the line of the proposed railroad looking for chances,I thi - the line of the purpose. railroad looking at the for chances.,3.919,0.36363636363636365,0.28125,11,2,0,2,2.6086,0.6657,0.2007,320.0
l2arctic_HJK_arctic_a0020,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,Clubs and balls and cities grew to be only memories,CLAP and bowls. and see. grew to... be... matter.,3.483,0.5,0.4117647058823529,10,4,1,0,1.7497,0.5024,0.1591,320.0
l2arctic_HJK_arctic_a0021,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,It fairly clubbed me into recognizing it,It's. fairly cli - me - into - re - it.,2.6,0.42857142857142855,0.4,7,3,0,0,1.4213,0.5466,0.1579,320.0
l2arctic_HJK_arctic_a0022,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,Hardly were our plans made public before we were met by powerful opposition,Heart. we're our plan - made. possible. before we were met. by Parf... opponent.,4.756,0.46153846153846156,0.30666666666666664,13,6,0,0,2.4041,0.5055,0.1603,320.0
l2arctic_HJK_arctic_a0023,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,A combination of Canadian capital quickly organized and petitioned for the same privileges,A co... - of kines - capital quickly re - and petitioned the Canadian capital. for the same path.,5.346,0.5384615384615384,0.5888888888888889,13,4,0,3,3.6954,0.6912,0.2174,320.0
l2arctic_HJK_arctic_a0024,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,It was my reports from the north which chiefly induced people to buy,It was - wish. - for the - North. which Chief induced people to buy.,4.181,0.3076923076923077,0.20588235294117646,13,3,1,0,2.7663,0.6616,0.1976,320.0
l2arctic_HJK_arctic_a0025,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,I was about to do this when cooler judgment prevailed,I w - abou - to do this. when cooler judgment prevails.,3.398,0.3,0.09433962264150944,10,3,0,0,1.8791,0.5529,0.1708,320.0
l2arctic_HJK_arctic_a0026,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,It occurred to me that there would have to be an accounting,It r - in me that there - would - to be a be an,3.264,0.5,0.4067796610169492,12,2,2,2,4.8224,1.4776,0.4384,320.0
l2arctic_HJK_arctic_a0027,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,To my surprise he began to show actual enthusiasm in my favor,to my surprise. he be - to sh - show extra information. and my face.,3.88,0.5,0.39344262295081966,12,5,0,1,2.1249,0.5476,0.1634,320.0
l2arctic_HJK_arctic_a0028,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,Robbery bribery fraud,Rob. bribery fri - fraud.,2.101,0.6666666666666666,0.38095238095238093,3,1,0,1,1.0695,0.5091,0.1528,320.0
l2arctic_HJK_arctic_a0029,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,Their forces were already moving into the north country,There. forces were around moving in the north. country.,3.14,0.3333333333333333,0.16363636363636364,9,3,0,0,1.8478,0.5885,0.1848,320.0
l2arctic_HJK_arctic_a0030,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,I had faith in them,I ha - fa - in them.,1.43,0.4,0.21052631578947367,5,2,0,0,1.0077,0.7047,0.2015,320.0
l2arctic_HJK_arctic_a0031,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,They were three hundred yards apart,They were. three hun - above.,2.01,0.5,0.4,6,2,1,0,1.1941,0.5941,0.1706,320.0
l2arctic_HJK_arctic_a0032,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,Since then some mysterious force has been fighting us at every step,Since then... sub - Mr. forts has been found. on at the every stage.,3.823,0.5833333333333334,0.417910447761194,12,6,0,1,2.0148,0.527,0.1679,320.0
l2arctic_HJK_arctic_a0036,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,She turned in at the hotel,Shit. turned the at the hoo -,1.79,0.5,0.3076923076923077,6,3,0,0,0.9073,0.5069,0.1512,320.0
l2arctic_HJK_arctic_a0037,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,I was the only one who remained sitting,I will. the only one. one who reme - seated.,2.41,0.5,0.41025641025641024,8,3,0,1,1.2829,0.5322,0.1604,320.0
l2arctic_HJK_arctic_a0038,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,We'll have to watch our chances,We'll. have to. watch. our channel.,2.044,0.16666666666666666,0.06451612903225806,6,1,0,0,1.0871,0.5317,0.1553,320.0
l2arctic_HJK_arctic_a0039,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,The ship should be in within a week or ten days,The sh - ship's - in whi - a - a week. or ten days.,3.1,0.45454545454545453,0.2765957446808511,11,5,0,0,1.6107,0.5196,0.1611,320.0
l2arctic_HJK_arctic_a0040,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,I suppose you wonder why she is coming up here,I saw - want why - is - coming up here.,2.879,0.4,0.391304347826087,10,2,2,0,1.4226,0.4942,0.1581,320.0
l2arctic_HJK_arctic_a0041,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,Meanwhile I'll go out to breathe a spell,mean I... will go out to be the spell.,2.632,0.625,0.25,8,4,0,1,1.5356,0.5834,0.1706,320.0
l2arctic_HJK_arctic_a0042,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,How could he explain his possession of the sketch,How c - ex - his potential? of the s - sketch?,2.53,0.5555555555555556,0.40816326530612246,9,3,1,1,1.7581,0.6949,0.2198,320.0
l2arctic_HJK_arctic_a0045,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,He moved away as quietly as he had come,Him moved out. and qua - as he could. he could. had. come.,2.65,0.7777777777777778,0.6666666666666666,9,4,0,3,1.6622,0.6271,0.1847,320.0
l2arctic_HJK_arctic_a0046,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,The girl faced him her eyes shining with sudden fear,the gr - f - t - her eyes - shining. with st - fear.,3.402,0.4,0.2692307692307692,10,4,0,0,1.7468,0.5134,0.1588,320.0
l2arctic_HJK_arctic_a0047,l2arctic,HJK,Korean,,stream_320ms,streaming,320.0,2000.0,Close beside him gleamed the white fangs of the wolf dog,"Close. the s - him. gleamed, of the wind. white fur. - of the wolf. doe.",3.71,0.5454545454545454,0.3392857142857143,11,3,0,3,2.347,0.6326,0.1956,320.0
